order_id_new;order_try_id_new;calc_created;metered_price;upfront_price;distance;duration;gps_confidence;entered_by;b_state;dest_change_number;prediction_price_type;predicted_distance;predicted_duration;change_reason_pricing;device_token;rider_app_version;order_state;order_try_state;driver_app_version;driver_device_uid_new;device_name;eu_indicator;overpaid_ride_ticket;fraud_score;cnt;time;hour;month;over_distance;over_duration;over_price
426;426;2020-02-06 12:17:16;5.95;3.3;6864;943;1;client;finished;1;upfront;2998.0;537.0;;;CA.5.32;finished;finished;DI.3.33;79;iPhone9,3;1;0;;2.0;12:17:16;12;2;3866.0;406.0;-2.6500000000000004
722;722;2020-02-08 22:40:23;20800.73;17500.0;16038;1716;1;client;finished;1;upfront;13917.0;1530.0;;;CA.5.43;finished;finished;DA.4.37;1484;HUAWEI DRA-LX2;0;0;;1.0;22:40:23;22;2;2121.0;186.0;-3300.7299999999996
1010;1010;2020-02-11 20:03:15;5.2;5.7;3640;585;1;client;finished;1;upfront;4343.0;603.0;;;CA.5.32;finished;finished;DA.4.39;1952;Xiaomi Redmi Note 7;1;0;;1.0;20:03:15;20;2;-703.0;-18.0;0.5
904;904;2020-02-10 14:37:06;3.52;3.6;3383;547;1;client;finished;1;upfront;3833.0;519.0;;;CI.4.17;finished;finished;DA.4.39;1942;HUAWEI KOB-L09;1;0;-5805.0;1.0;14:37:06;14;2;-450.0;28.0;0.08000000000000007
1198;1198;2020-02-13 21:14:54;12750.63;12000.0;9971;911;1;client;finished;1;upfront;8764.0;1144.0;;;CA.5.30;finished;finished;DA.4.39;2104;TECNO MOBILE LIMITED TECNO BA2;0;0;;1.0;21:14:54;21;2;1207.0;-233.0;-750.6299999999992
1469;1469;2020-02-15 18:36:19;6.51;8.3;9411;739;1;client;finished;1;upfront;12365.0;958.0;;;CI.4.17;finished;finished;DA.4.30;2058;Samsung SM-J320FN;1;0;;1.0;18:36:19;18;2;-2954.0;-219.0;1.790000000000001
1525;1525;2020-02-16 04:06:27;9.23;7.6;17719;1364;1;client;finished;2;upfront;14139.0;1143.0;;;CA.5.38;finished;finished;DA.4.39;502;HUAWEI ANE-LX1;1;0;-90.0;2.0;04:06:27;4;2;3580.0;221.0;-1.6300000000000008
2119;2119;2020-02-22 06:46:04;5.54;6.4;7642;646;1;client;finished;1;upfront;8470.0;871.0;;;CA.5.44;finished;finished;DA.4.39;1942;HUAWEI KOB-L09;1;0;-174.0;1.0;06:46:04;6;2;-828.0;-225.0;0.8600000000000003
1920;1920;2020-02-20 19:02:03;45921.76;;30966;3038;0;client;finished;1;prediction;11405.0;2161.0;;;CA.5.40;finished;finished;DA.4.41;1869;Infinix HOT 4;0;1;;1.0;19:02:03;19;2;19561.0;877.0;
2358;2358;2020-02-24 06:07:48;4.4;3.3;2242;687;1;client;finished;1;upfront;1811.0;408.0;;;CI.4.19;finished;finished;DA.4.41;1363;Samsung SM-G935F;1;0;-654.0;1.0;06:07:48;6;2;431.0;279.0;-1.1000000000000005
23;23;2020-02-02 03:44:12;6.79;7.1;9021;915;1;client;finished;1;upfront;9017.0;1029.0;;;CI.4.17;finished;finished;DA.4.37;761;Samsung SM-G955F;1;0;;1.0;03:44:12;3;2;4.0;-114.0;0.3099999999999996
223;223;2020-02-04 09:00:50;18.2;9.6;27777;2350;1;client;finished;1;upfront;13777.0;1243.0;;;CA.5.42;finished;finished;DA.4.34;303;Samsung SM-G900F;1;0;;1.0;09:00:50;9;2;14000.0;1107.0;-8.6
346;346;2020-02-05 13:28:39;17700.78;16500.0;12221;2838;1;client;finished;1;upfront;12257.0;2142.0;;;CA.5.42;finished;finished;DA.4.34;1577;TECNO Camon CX;0;0;;1.0;13:28:39;13;2;-36.0;696.0;-1200.7799999999988
573;573;2020-02-07 20:08:05;6000.0;6000.0;0;17;1;client;finished;1;upfront;3287.0;442.0;;;CA.5.43;finished;finished;DA.4.34;477;TECNO MOBILE LIMITED TECNO B1p;0;0;30.0;1.0;20:08:05;20;2;-3287.0;-425.0;0.0
653;653;2020-02-08 12:36:47;83295.3;50500.0;48600;3904;0;client;finished;3;upfront;29517.0;4234.0;client_destination_changed;;CA.5.42;finished;finished;DA.4.37;1762;TECNO MOBILE LIMITED TECNO B1;0;0;;1.0;12:36:47;12;2;19083.0;-330.0;-32795.3
701;701;2020-02-08 18:16:32;4.51;3.7;5466;596;1;client;finished;1;upfront;4057.0;501.0;;;CI.4.17;finished;finished;DA.4.31;1771;Samsung SM-A520F;1;0;-764.0;1.0;18:16:32;18;2;1409.0;95.0;-0.8099999999999996
716;716;2020-02-08 21:07:31;6031.5;7500.0;3881;567;0;client;finished;1;upfront;4784.0;827.0;;;CA.5.19;finished;finished;DA.4.34;1310;TECNO_W4;0;0;;2.0;21:07:31;21;2;-903.0;-260.0;1468.5
831;831;2020-02-09 20:33:29;9.06;6.9;7283;503;1;client;finished;1;upfront;7104.0;482.0;;;CI.4.17;finished;finished;DA.4.37;319;Samsung SM-G960F;1;0;-2248.0;1.0;20:33:29;20;2;179.0;21.0;-2.16
717;717;2020-02-08 21:39:09;11.58;10.9;15974;1672;1;driver;finished;3;upfront;16370.0;1331.0;;;CA.5.40;finished;finished;DA.4.39;1501;Xiaomi Redmi Note 7;1;0;;1.0;21:39:09;21;2;-396.0;341.0;-0.6799999999999997
562;562;2020-02-07 19:09:12;9870.78;8500.0;5610;1812;1;client;finished;1;upfront;5518.0;1188.0;;;CA.5.43;finished;finished;DA.4.37;1390;TECNO F3;0;0;;1.0;19:09:12;19;2;92.0;624.0;-1370.7800000000007
1218;1218;2020-02-14 06:13:51;8656.2;8000.0;5218;1116;1;client;finished;1;upfront;4874.0;1047.0;;;CA.5.43;finished;finished;DA.4.37;2121;TECNO MOBILE LIMITED TECNO KA7;0;0;;1.0;06:13:51;6;2;344.0;69.0;-656.2000000000007
1241;1241;2020-02-14 12:19:04;8348.0;10000.0;4912;1108;0;client;finished;1;upfront;6337.0;1279.0;;;CI.3.58;finished;finished;DA.4.39;1900;Alps F9 Pro;0;0;;1.0;12:19:04;12;2;-1425.0;-171.0;1652.0
1340;1340;2020-02-14 21:49:26;6000.0;16000.0;755;345;1;client;finished;1;upfront;12198.0;1465.0;;;CI.4.17;finished;finished;DA.4.37;1277;TECNO MOBILE LIMITED TECNO CF7;0;0;;1.0;21:49:26;21;2;-11443.0;-1120.0;10000.0
1540;1540;2020-02-16 11:26:51;4.46;3.7;6971;793;1;client;finished;1;upfront;5682.0;632.0;;;CA.5.43;finished;finished;DI.3.34;105;iPhone9,3;1;0;-31.0;1.0;11:26:51;11;2;1289.0;161.0;-0.7599999999999998
4;4;2020-02-02 01:12:00;29.16;26.8;51267;2809;1;client;finished;1;upfront;46059.0;2723.0;;;CA.5.42;finished;finished;DA.4.37;1079;Samsung SM-G903W;1;0;-2.0;1.0;01:12:00;1;2;5208.0;86.0;-2.3599999999999994
590;590;2020-02-07 22:22:06;7.92;10.0;11355;978;1;client;finished;1;upfront;14588.0;1248.0;;;CI.4.14;finished;finished;DA.4.30;2058;Samsung SM-J320FN;1;0;-168.0;1.0;22:22:06;22;2;-3233.0;-270.0;2.08
1082;1082;2020-02-12 15:40:02;2.5;3.4;2317;293;1;client;finished;1;upfront;3195.0;546.0;;;CI.4.17;finished;finished;DA.4.34;483;Samsung SM-A720F;1;0;-1908.0;1.0;15:40:02;15;2;-878.0;-253.0;0.8999999999999999
2183;2183;2020-02-22 16:35:29;20.1;20.3;34122;2048;1;client;finished;1;upfront;33972.0;2139.0;;;CI.4.18;finished;finished;DA.4.37;885;Samsung SM-J700H;1;0;-882.0;2.0;16:35:29;16;2;150.0;-91.0;0.1999999999999993
2163;2163;2020-02-22 15:05:54;21854.28;;9194;6591;0;client;finished;1;prediction;10938.0;1742.0;;;CI.4.12;finished;finished;DA.4.31;1436;Foxconn TG-L800S;0;0;;2.0;15:05:54;15;2;-1744.0;4849.0;
2533;2533;2020-02-26 08:44:14;3.52;2.7;5169;610;1;client;finished;1;upfront;3406.0;470.0;;;CI.4.07;finished;finished;DI.3.36;206;iPhone12,5;1;0;-130.0;1.0;08:44:14;8;2;1763.0;140.0;-0.8199999999999998
1896;1896;2020-02-20 15:17:49;6.45;5.0;5467;1379;1;client;finished;1;upfront;4495.0;955.0;;;CI.4.18;finished;finished;DI.3.34;49;iPhone9,3;1;0;-270.0;1.0;15:17:49;15;2;972.0;424.0;-1.4500000000000002
2686;2686;2020-02-28 07:18:35;9590.28;;6377;1281;1;client;finished;1;prediction;4686.0;928.0;;;CA.5.45;finished;finished;DA.4.31;1182;Samsung SM-G928F;0;1;;1.0;07:18:35;7;2;1691.0;353.0;
2991;2991;2020-03-01 18:44:08;2.0;2.0;1067;189;1;client;finished;1;upfront;1338.0;329.0;;;CA.5.45;finished;finished;DA.4.39;1867;Xiaomi Redmi 4X;1;0;-419.0;1.0;18:44:08;18;3;-271.0;-140.0;0.0
3007;3007;2020-03-02 03:37:53;13774.75;;7267;1874;0;client;finished;1;prediction;7267.0;953.0;;;CI.4.18;finished;finished;DA.4.39;694;TECNO L8 Lite;0;1;;1.0;03:37:53;3;3;0.0;921.0;
3088;3088;2020-03-03 05:16:34;13282.02;;9174;1925;1;client;finished;1;prediction;9524.0;1620.0;;;CA.5.25;finished;finished;DA.4.37;1199;Samsung SM-A105FN;0;1;;1.0;05:16:34;5;3;-350.0;305.0;
2920;2920;2020-03-01 01:18:54;6776.76;;4479;679;1;client;finished;1;prediction;4492.0;699.0;;;CI.4.17;finished;finished;DA.4.39;1365;TECNO MOBILE LIMITED TECNO F3;0;0;;1.0;01:18:54;1;3;-13.0;-20.0;
3152;3152;2020-03-04 02:27:06;4.06;4.3;4447;589;1;client;finished;1;upfront;4333.0;686.0;;;CI.4.19;finished;finished;DA.4.42;684;Samsung SM-J710F;1;0;-646.0;1.0;02:27:06;2;3;114.0;-97.0;0.2400000000000002
3290;3290;2020-03-05 16:51:02;2.06;2.4;2164;384;1;client;finished;1;upfront;2211.0;588.0;;;CI.4.19;finished;finished;DA.4.42;512;Samsung SM-J710F;1;0;-2130.0;1.0;16:51:02;16;3;-47.0;-204.0;0.33999999999999986
3845;3845;2020-03-11 05:57:19;11.5;9.9;6223;1227;1;client;finished;1;upfront;5977.0;898.0;;;CI.4.14;finished;finished;DA.4.42;511;HUAWEI WAS-LX1;1;0;-834.0;1.0;05:57:19;5;3;246.0;329.0;-1.5999999999999996
3558;3558;2020-03-08 00:09:32;2.5;2.5;1220;185;1;client;finished;1;upfront;1180.0;153.0;;;CI.4.19;finished;finished;DA.4.37;1936;Asus ASUS_A002;1;0;-1000.0;4.0;00:09:32;0;3;40.0;32.0;0.0
4111;4111;2020-03-13 14:23:18;2000.0;;1;4;1;client;finished;1;prediction;4202.0;1048.0;;;CA.5.45;finished;finished;DA.4.34;1642;TECNO F3;0;1;;1.0;14:23:18;14;3;-4201.0;-1044.0;
2331;2332;2020-02-23 17:49:31;9270.96;;7195;704;0;client;finished;1;prediction;8763.0;1196.0;;;CI.4.17;finished;finished;DA.4.39;1955;TECNO MOBILE LIMITED TECNO KC6;0;0;;1.0;17:49:31;17;2;-1568.0;-492.0;
2967;2967;2020-03-01 14:02:47;9100.5;;6411;999;1;client;finished;1;prediction;11688.0;1507.0;;;CI.4.14;finished;finished;DA.4.39;1900;Alps F9 Pro;0;0;;2.0;14:02:47;14;3;-5277.0;-508.0;
3035;3035;2020-03-02 10:05:56;2.5;2.5;1831;369;1;client;finished;1;upfront;1904.0;362.0;;;CI.4.19;finished;finished;DA.4.42;972;Samsung SM-G973F;1;0;-554.0;1.0;10:05:56;10;3;-73.0;7.0;0.0
3318;3318;2020-03-06 00:20:51;3.79;3.7;4262;511;1;client;finished;1;upfront;4069.0;492.0;;;CA.5.45;finished;finished;DA.4.37;599;Samsung SM-G930F;1;0;-906.0;1.0;00:20:51;0;3;193.0;19.0;-0.08999999999999986
3526;3526;2020-03-07 20:41:44;14042.04;;9542;2158;0;client;finished;1;prediction;9542.0;1585.0;;;CA.5.46;finished;finished;DA.4.42;1941;TECNO MOBILE LIMITED TECNO B1;0;0;;1.0;20:41:44;20;3;0.0;573.0;
3580;3580;2020-03-08 03:46:27;4.67;4.4;6821;946;1;client;finished;1;upfront;6621.0;820.0;;;CA.5.36;finished;finished;DA.4.34;1150;Xiaomi Mi A2 Lite;1;0;-354.0;1.0;03:46:27;3;3;200.0;126.0;-0.2699999999999996
1499;1499;2020-02-15 23:52:07;5.19;5.2;6916;628;1;client;finished;1;upfront;7188.0;589.0;;;CA.5.44;finished;finished;DA.4.39;1380;HUAWEI SNE-LX1;1;0;0.0;1.0;23:52:07;23;2;-272.0;39.0;0.009999999999999787
1866;1866;2020-02-20 07:16:25;7494.3;;11050;2063;1;client;finished;1;prediction;10586.0;1823.0;;;CA.5.36;finished;finished;DA.4.39;381;Xiaomi Redmi Go;0;0;;2.0;07:16:25;7;2;464.0;240.0;
3484;3484;2020-03-07 12:42:52;37342.48;;23264;4978;0;client;finished;1;prediction;24016.0;2355.0;;;CA.5.40;finished;finished;DA.4.41;1625;Samsung SM-G930F;0;0;;2.0;12:42:52;12;3;-752.0;2623.0;
3622;3622;2020-03-08 17:15:46;19256.76;;13137;3235;0;client;finished;1;prediction;13137.0;2227.0;;;CI.4.19;finished;finished;DA.4.42;1571;TECNO CX Air;0;0;;1.0;17:15:46;17;3;0.0;1008.0;
3817;3817;2020-03-10 20:13:38;30.74;24.3;44249;2466;1;client;finished;1;upfront;33575.0;2148.0;;;CI.4.19;finished;finished;DA.4.37;902;HUAWEI BLA-L29;1;0;-143.0;1.0;20:13:38;20;3;10674.0;318.0;-6.439999999999998
3036;3036;2020-03-02 11:12:14;10155.48;;5490;2026;0;client;finished;1;prediction;5490.0;813.0;;;CI.4.19;finished;finished;DA.4.39;875;INFINIX MOBILITY LIMITED Infinix X650B;0;0;;1.0;11:12:14;11;3;0.0;1213.0;
3324;3324;2020-03-06 06:14:14;8.14;7.5;8052;1326;1;client;finished;1;upfront;7773.0;1126.0;;;CI.4.22;finished;finished;DA.4.42;1766;Xiaomi Redmi Note 4;1;0;19.0;2.0;06:14:14;6;3;279.0;200.0;-0.6400000000000006
3964;3964;2020-03-12 09:02:35;13.15;9.3;15631;2366;1;client;finished;1;upfront;12051.0;1424.0;;;CI.4.19;finished;finished;DA.4.42;799;Samsung SM-J510FN;1;0;-5512.0;1.0;09:02:35;9;3;3580.0;942.0;-3.8499999999999996
4164;4164;2020-03-13 23:15:15;6.15;4.5;3264;527;1;client;finished;1;upfront;2032.0;352.0;;;CI.4.19;finished;finished;DI.3.39;95;iPhone11,6;1;0;-952.0;1.0;23:15:15;23;3;1232.0;175.0;-1.6500000000000004
97;97;2020-02-02 18:52:46;6000.0;8000.0;2190;367;1;client;finished;1;upfront;5479.0;768.0;;;CA.5.42;finished;finished;DA.4.37;923;INFINIX MOBILITY LIMITED Infinix X606B;0;0;;1.0;18:52:46;18;2;-3289.0;-401.0;2000.0
343;343;2020-02-05 12:12:58;5.16;5.6;5319;543;1;client;finished;1;upfront;5345.0;700.0;;;CA.5.42;finished;finished;DA.4.37;1462;Samsung SM-G960F;1;0;-9.0;1.0;12:12:58;12;2;-26.0;-157.0;0.4399999999999995
739;739;2020-02-09 00:10:27;3.07;2.9;3134;408;1;client;finished;1;upfront;3078.0;344.0;;;CI.4.14;finished;finished;DA.4.35;298;Samsung SM-J500FN;1;0;-700.0;1.0;00:10:27;0;2;56.0;64.0;-0.16999999999999993
910;910;2020-02-10 17:38:53;37597.22;27000.0;16225;6359;0;client;finished;1;upfront;15241.0;2728.0;;;CA.5.43;finished;finished;DA.4.34;1756;INFINIX MOBILITY LIMITED Infinix X608;0;0;;1.0;17:38:53;17;2;984.0;3631.0;-10597.220000000001
818;818;2020-02-09 17:29:30;8.44;8.7;12238;1037;1;client;finished;1;upfront;12384.0;1103.0;;;CI.4.17;finished;finished;DA.4.31;1252;Xiaomi Redmi 6A;1;0;-22.0;1.0;17:29:30;17;2;-146.0;-66.0;0.2599999999999998
929;929;2020-02-10 19:46:40;2.77;5.4;3169;587;1;client;finished;1;upfront;9115.0;896.0;;;CI.4.17;finished;finished;DI.3.33;181;iPhone6,2;1;0;-550.0;1.0;19:46:40;19;2;-5946.0;-309.0;2.6300000000000003
3;3;2020-02-02 00:49:24;14.87;;15541;1690;0;client;finished;2;upfront_destination_changed;5647.0;697.0;client_destination_changed;;CI.4.17;finished;finished;DA.4.37;1257;Samsung SM-J415FN;1;0;-1516.0;2.0;00:49:24;0;2;9894.0;993.0;
1447;1447;2020-02-15 13:06:36;2.5;2.5;1849;256;1;client;finished;1;upfront;1756.0;198.0;;;CA.5.44;finished;finished;DA.4.39;1751;HMD Global Nokia 6.1;1;0;;1.0;13:06:36;13;2;93.0;58.0;0.0
1705;1705;2020-02-18 10:57:05;14813.76;;12423;1165;0;client;finished;1;prediction;5738.0;1074.0;;;CI.4.18;finished;finished;DA.4.37;1762;TECNO MOBILE LIMITED TECNO B1;0;1;;1.0;10:57:05;10;2;6685.0;91.0;
2423;2423;2020-02-24 21:05:43;16.21;16.3;22318;1380;1;client;finished;3;upfront;22863.0;1330.0;;;CA.5.44;finished;finished;DA.4.39;901;Samsung SM-A705FN;1;0;-85.0;1.0;21:05:43;21;2;-545.0;50.0;0.08999999999999986
2450;2450;2020-02-25 13:55:23;14667.96;;10628;1964;1;client;finished;1;prediction;10313.0;1461.0;;;CA.5.42;finished;finished;DA.4.35;598;INFINIX MOBILITY LIMITED Infinix X5516B;0;1;;1.0;13:55:23;13;2;315.0;503.0;
2837;2837;2020-02-29 10:37:01;13377.96;;7509;2792;0;client;finished;1;prediction;7509.0;1200.0;;;CI.4.17;finished;finished;DA.4.37;1776;Infinix X572;0;1;;1.0;10:37:01;10;2;0.0;1592.0;
2896;2896;2020-02-29 20:51:37;17.43;17.7;28887;1852;1;client;finished;1;upfront;28812.0;1956.0;;;CI.4.18;finished;finished;DA.4.39;900;Samsung SM-A750FN;1;0;-446.0;1.0;20:51:37;20;2;75.0;-104.0;0.2699999999999996
3045;3045;2020-03-02 15:10:00;19536.48;;9243;5302;1;client;finished;1;prediction;8082.0;1544.0;;;CA.5.13;finished;finished;DA.4.16;831;Samsung SM-G611F;0;0;;2.0;15:10:00;15;3;1161.0;3758.0;
2246;2246;2020-02-23 01:17:23;14.85;14.0;22811;1841;1;client;finished;1;upfront;22093.0;1607.0;;;CI.4.18;finished;finished;DA.4.37;737;HTC Desire 650;1;0;-52.0;1.0;01:17:23;1;2;718.0;234.0;-0.8499999999999996
3689;3689;2020-03-09 12:25:13;4.1;4.4;4418;607;1;client;finished;1;upfront;3939.0;822.0;;;CI.4.19;finished;finished;DA.4.42;1844;Samsung SM-G920F;1;0;-1262.0;1.0;12:25:13;12;3;479.0;-215.0;0.3000000000000007
271;271;2020-02-04 15:48:26;10.82;7.5;8898;2160;1;client;finished;1;upfront;8722.0;968.0;;;CI.4.17;finished;finished;DA.4.37;2015;HUAWEI ATU-L21;1;0;-468.0;1.0;15:48:26;15;2;176.0;1192.0;-3.3200000000000003
542;542;2020-02-07 15:43:12;2000.0;2000.0;1467;306;1;client;finished;1;upfront;1658.0;299.0;;;CI.4.09;finished;finished;DA.4.37;2120;Itel S11;0;0;;1.0;15:43:12;15;2;-191.0;7.0;0.0
593;593;2020-02-07 22:17:48;7.66;;6116;872;0;client;finished;1;upfront;5052.0;828.0;;;CI.4.00;finished;finished;DA.4.39;908;Samsung SM-A520F;1;0;-56.0;1.0;22:17:48;22;2;1064.0;44.0;
432;432;2020-02-06 13:54:16;3.48;3.0;2286;481;1;client;finished;1;upfront;2119.0;293.0;;;CA.5.42;finished;finished;DA.4.39;1858;Samsung SM-G955F;1;0;;1.0;13:54:16;13;2;167.0;188.0;-0.48
985;985;2020-02-11 15:06:41;2000.0;8500.0;57;130;1;client;finished;1;upfront;11962.0;2255.0;;;CA.5.40;finished;finished;DA.4.31;1915;TECNO F3;0;0;;1.0;15:06:41;15;2;-11905.0;-2125.0;6500.0
1083;1083;2020-02-12 15:51:03;5.36;4.3;4018;821;1;client;finished;1;upfront;2429.0;741.0;;;CA.5.43;finished;finished;DA.4.39;421;Samsung SM-J415FN;1;0;-2492.0;1.0;15:51:03;15;2;1589.0;80.0;-1.0600000000000005
1162;1162;2020-02-13 13:53:47;5.53;4.2;3768;486;1;client;finished;1;upfront;5458.0;460.0;;;CA.5.43;finished;finished;DA.4.39;2079;Samsung SM-J600FN;1;0;-14.0;1.0;13:53:47;13;2;-1690.0;26.0;-1.33
1430;1430;2020-02-15 09:21:42;5.31;5.5;5638;695;1;client;finished;1;upfront;5614.0;775.0;;;CA.5.44;finished;finished;DA.4.37;573;HUAWEI STK-LX1;1;0;-1.0;1.0;09:21:42;9;2;24.0;-80.0;0.1900000000000004
1659;1659;2020-02-17 18:30:45;16907.46;;12330;2351;1;client;finished;1;prediction;11091.0;1817.0;;;CA.5.42;finished;finished;DA.4.39;289;Samsung SM-G532F;0;0;;1.0;18:30:45;18;2;1239.0;534.0;
2473;2473;2020-02-25 14:25:59;3.85;2.9;3910;1066;1;client;finished;1;upfront;3390.0;639.0;;;CA.5.44;finished;finished;DI.3.36;174;iPhone10,6;1;0;-108.0;1.0;14:25:59;14;2;520.0;427.0;-0.9500000000000002
2619;2619;2020-02-27 12:30:05;9.34;10.2;9895;988;1;client;finished;1;upfront;10434.0;1262.0;;;CI.4.17;finished;finished;DA.4.39;2079;Samsung SM-J600FN;1;0;-602.0;2.0;12:30:05;12;2;-539.0;-274.0;0.8599999999999994
2547;2547;2020-02-26 12:17:55;12385.98;;7837;2089;1;client;finished;1;prediction;6835.0;1020.0;;;CA.5.40;finished;finished;DA.4.34;470;Infinix HOT 4 Lite;0;0;;1.0;12:17:55;12;2;1002.0;1069.0;
2909;2909;2020-02-29 23:21:28;8456.76;;5324;1183;1;client;finished;1;prediction;3692.0;480.0;;;CA.4.73;finished;finished;DI.3.33;137;iPhone5,1;0;0;;1.0;23:21:28;23;2;1632.0;703.0;
3222;3222;2020-03-05 01:26:02;2.0;3.6;14;2;1;client;finished;1;upfront;5494.0;599.0;;;CI.4.19;finished;finished;DA.4.34;1748;BullittGroupLimited S31;1;0;-436.0;1.0;01:26:02;1;3;-5480.0;-597.0;1.6
3441;3441;2020-03-07 00:55:31;6000.0;;793;270;1;client;finished;1;prediction;9600.0;1011.0;;;CI.4.19;finished;finished;DA.4.39;905;Samsung SM-J250F;0;0;;1.0;00:55:31;0;3;-8807.0;-741.0;
3536;3536;2020-03-07 21:38:43;5.65;4.4;8344;1198;1;client;finished;1;upfront;7612.0;626.0;;;CI.4.12;finished;finished;DA.4.42;1803;Samsung SM-A202F;1;0;-130.0;2.0;21:38:43;21;3;732.0;572.0;-1.25
2809;2809;2020-02-29 03:15:04;4.62;6.5;7719;731;1;client;finished;1;upfront;11691.0;1019.0;;;CI.4.19;finished;finished;DA.4.37;642;Samsung SM-A405FN;1;0;-192.0;1.0;03:15:04;3;2;-3972.0;-288.0;1.88
3049;3049;2020-03-02 15:45:20;22446.72;;10519;6261;0;client;finished;2;prediction;10519.0;2308.0;client_destination_changed;;CI.4.17;finished;finished;DA.4.42;310;Samsung SAMSUNG-SM-G900A;0;0;;1.0;15:45:20;15;3;0.0;3953.0;
3128;3128;2020-03-03 16:10:12;7.33;5.3;8302;1253;1;client;finished;1;upfront;5587.0;886.0;;;CI.4.19;finished;finished;DA.4.42;762;HUAWEI VOG-L29;1;0;-186.0;1.0;16:10:12;16;3;2715.0;367.0;-2.0300000000000002
3158;3158;2020-03-04 06:25:39;6.74;5.8;5516;1487;1;client;finished;1;upfront;5349.0;1114.0;;;CI.4.19;finished;finished;DA.4.42;1362;Sony H8266;1;0;-127.0;1.0;06:25:39;6;3;167.0;373.0;-0.9400000000000004
3211;3211;2020-03-04 20:04:27;4.95;3.9;5929;694;1;client;finished;1;upfront;3981.0;618.0;;;CI.4.19;finished;finished;DA.4.42;2089;HUAWEI MAR-LX1A;1;0;;1.0;20:04:27;20;3;1948.0;76.0;-1.0500000000000003
3114;3114;2020-03-03 15:06:42;14337.78;;5329;4386;0;client;finished;1;prediction;5329.0;1116.0;;;CA.5.23;finished;finished;DA.4.19;638;TECNO F3;0;0;;1.0;15:06:42;15;3;0.0;3270.0;
3527;3527;2020-03-07 20:26:41;10911.6;;3782;1126;1;client;finished;1;prediction;2955.0;453.0;;;CI.4.18;finished;finished;DA.4.42;1721;ITEL MOBILE LIMITED itel A23A;0;0;;2.0;20:26:41;20;3;827.0;673.0;
3725;3725;2020-03-09 18:59:25;34170.72;;15056;2521;1;client;finished;1;prediction;14445.0;3009.0;;;CI.4.19;finished;finished;DA.4.34;672;FUJITSU F-01H;0;0;;1.0;18:59:25;18;3;611.0;-488.0;
3495;3495;2020-03-07 14:29:51;27862.6;;14986;2512;1;client;finished;1;prediction;13507.0;2220.0;;;CI.4.19;finished;finished;DA.4.19;376;TECNO MOBILE LIMITED TECNO KA7O;0;0;;1.0;14:29:51;14;3;1479.0;292.0;
3430;3430;2020-03-06 23:11:14;3.25;2.6;3016;500;1;client;finished;1;upfront;2545.0;324.0;;;CI.4.21;finished;finished;DA.4.42;1916;Xiaomi Redmi Note 5;1;0;-1.0;1.0;23:11:14;23;3;471.0;176.0;-0.6499999999999999
4103;4103;2020-03-13 14:26:04;17142.72;;9427;3903;1;client;finished;1;prediction;10454.0;1887.0;;;CA.5.45;finished;finished;DA.4.39;1986;HUAWEI TRT-L21A;0;0;;1.0;14:26:04;14;3;-1027.0;2016.0;
937;937;2020-02-10 23:55:36;2.5;6.9;2;6;1;client;finished;1;upfront;9176.0;921.0;;;CI.4.17;finished;finished;DA.4.39;1897;Samsung SM-G960F;1;0;;1.0;23:55:36;23;2;-9174.0;-915.0;4.4
2708;2708;2020-02-28 12:40:02;26865.46;;17015;4709;0;client;finished;1;prediction;17015.0;2782.0;;;CA.5.45;finished;finished;DA.4.39;1359;Samsung SM-G935F;0;0;;1.0;12:40:02;12;2;0.0;1927.0;
3800;3800;2020-03-10 18:00:59;17360.28;;9110;4179;0;client;finished;1;prediction;7382.0;1532.0;;;CI.4.19;finished;finished;DA.4.42;818;TECNO MOBILE LIMITED TECNO B1p;0;0;;1.0;18:00:59;18;3;1728.0;2647.0;
2829;2829;2020-02-29 15:18:45;37453.5;;553;19341;0;client;finished;1;prediction;28635.0;2170.0;;;CI.4.19;finished;finished;DA.4.39;821;Sony SO-03E;0;0;;1.0;15:18:45;15;2;-28082.0;17171.0;
2356;2356;2020-02-24 06:10:27;20057.04;;12851;3814;0;client;finished;1;prediction;12851.0;2638.0;;;CA.4.97;finished;finished;DA.4.39;270;TECNO MOBILE LIMITED TECNO B1p;0;0;;2.0;06:10:27;6;2;0.0;1176.0;
460;460;2020-02-06 19:34:43;;;6718;764;1;client;finished;1;;;;;;CI.3.22;finished;finished;DI.3.33;46;iPhone8,1;1;0;;1.0;19:34:43;19;2;;;
3280;3280;2020-03-05 14:52:41;3.14;6.4;2818;493;1;client;finished;1;upfront;7562.0;1022.0;;;CA.5.45;finished;finished;DA.4.42;2151;ZTE BV0720;1;0;-1956.0;1.0;14:52:41;14;3;-4744.0;-529.0;3.2600000000000002
3284;3284;2020-03-05 15:38:56;6.79;;5896;1439;1;driver;finished;2;upfront_destination_changed;6107.0;1054.0;driver_destination_changed;;CA.5.45;finished;finished;DI.3.38;98;iPhone7,2;1;0;-300.0;1.0;15:38:56;15;3;-211.0;385.0;
3542;3542;2020-03-07 22:35:11;4.0;3.2;6126;695;1;client;finished;1;upfront;4286.0;578.0;;;CI.4.22;finished;finished;DA.4.42;2029;Samsung SM-A520F;1;0;0.0;1.0;22:35:11;22;3;1840.0;117.0;-0.7999999999999998
